,state,county,total_population
829,Iowa,O'Brien,14055.0
830,Iowa,Osceola,6154.0
831,Iowa,Page,15552.0
832,Iowa,Palo Alto,9155.0
833,Iowa,Plymouth,24972.0
834,Iowa,Pocahontas,7061.0
835,Iowa,Polk,459159.0
836,Iowa,Pottawattamie,93198.0
837,Iowa,Poweshiek,18622.0
838,Iowa,Ringgold,5054.0
839,Iowa,Sac,10034.0
840,Iowa,Scott,171116.0
841,Iowa,Shelby,11944.0
842,Iowa,Sioux,34621.0
843,Iowa,Story,94834.0
844,Iowa,Tama,17423.0
845,Iowa,Taylor,6209.0
846,Iowa,Union,12539.0
847,Iowa,Van Buren,7380.0
848,Iowa,Wapello,35242.0
849,Iowa,Warren,48170.0
850,Iowa,Washington,22115.0
851,Iowa,Wayne,6403.0
852,Iowa,Webster,37050.0
853,Iowa,Winnebago,10580.0
854,Iowa,Winneshiek,20789.0
855,Iowa,Woodbury,102426.0
856,Iowa,Worth,7562.0
857,Iowa,Wright,12891.0
858,Kansas,Allen,12951.0
859,Kansas,Anderson,7858.0
860,Kansas,Atchison,16557.0
861,Kansas,Barber,4831.0
862,Kansas,Barton,27214.0
863,Kansas,Bourbon,14751.0
864,Kansas,Brown,9810.0
865,Kansas,Butler,66264.0
866,Kansas,Chase,2694.0
867,Kansas,Chautauqua,3470.0
868,Kansas,Cherokee,20737.0
869,Kansas,Cheyenne,2679.0
870,Kansas,Clark,2131.0
871,Kansas,Clay,8346.0
872,Kansas,Cloud,9302.0
873,Kansas,Coffey,8433.0
874,Kansas,Comanche,1898.0
875,Kansas,Cowley,35977.0
876,Kansas,Crawford,39281.0
877,Kansas,Decatur,2886.0
878,Kansas,Dickinson,19384.0
879,Kansas,Doniphan,7793.0
880,Kansas,Douglas,116352.0
881,Kansas,Edwards,2975.0
882,Kansas,Elk,2635.0
883,Kansas,Ellis,29032.0
884,Kansas,Ellsworth,6375.0
885,Kansas,Finney,36983.0
886,Kansas,Ford,34492.0
887,Kansas,Franklin,25663.0
888,Kansas,Geary,36818.0
889,Kansas,Gove,2682.0
890,Kansas,Graham,2577.0
891,Kansas,Grant,7748.0
892,Kansas,Gray,6037.0
893,Kansas,Greeley,1235.0
894,Kansas,Greenwood,6304.0
895,Kansas,Hamilton,2567.0
896,Kansas,Harper,5798.0
897,Kansas,Harvey,34814.0
898,Kansas,Haskell,4087.0
899,Kansas,Hodgeman,1919.0
900,Kansas,Jackson,13365.0
901,Kansas,Jefferson,18880.0
902,Kansas,Jewell,3003.0
903,Kansas,Johnson,572428.0
904,Kansas,Kearny,3943.0
905,Kansas,Kingman,7697.0
906,Kansas,Kiowa,2520.0
907,Kansas,Labette,20833.0
908,Kansas,Lane,1687.0
909,Kansas,Leavenworth,78785.0
910,Kansas,Lincoln,3134.0
911,Kansas,Linn,9524.0
912,Kansas,Logan,2800.0
913,Kansas,Lyon,33401.0
914,Kansas,McPherson,29164.0
915,Kansas,Marion,12213.0
916,Kansas,Marshall,9963.0
917,Kansas,Meade,4310.0
918,Kansas,Miami,32787.0
919,Kansas,Mitchell,6299.0
920,Kansas,Montgomery,33765.0
921,Kansas,Morris,5694.0
922,Kansas,Morton,3033.0
923,Kansas,Nemaha,10177.0
924,Kansas,Neosho,16358.0
925,Kansas,Ness,3047.0
926,Kansas,Norton,5558.0
927,Kansas,Osage,16001.0
928,Kansas,Osborne,3746.0
929,Kansas,Ottawa,6004.0
930,Kansas,Pawnee,6840.0
931,Kansas,Phillips,5484.0
932,Kansas,Pottawatomie,22920.0
933,Kansas,Pratt,9729.0
934,Kansas,Rawlins,2557.0
935,Kansas,Reno,63803.0
936,Kansas,Republic,4768.0
937,Kansas,Rice,9949.0
938,Kansas,Riley,75026.0
939,Kansas,Rooks,5160.0
940,Kansas,Rush,3144.0
941,Kansas,Russell,6988.0
942,Kansas,Saline,55547.0
943,Kansas,Scott,4958.0
944,Kansas,Sedgwick,508221.0
945,Kansas,Seward,23185.0
946,Kansas,Shawnee,178567.0
947,Kansas,Sheridan,2522.0
948,Kansas,Sherman,6038.0
949,Kansas,Smith,3701.0
950,Kansas,Stafford,4284.0
951,Kansas,Stanton,2115.0
952,Kansas,Stevens,5738.0
953,Kansas,Sumner,23509.0
954,Kansas,Thomas,7909.0
955,Kansas,Trego,2927.0
956,Kansas,Wabaunsee,6960.0
957,Kansas,Wallace,1584.0
958,Kansas,Washington,5613.0
959,Kansas,Wichita,2168.0
960,Kansas,Wilson,8956.0
961,Kansas,Woodson,3186.0
962,Kansas,Wyandotte,161777.0
963,Kentucky,Adair,19156.0
964,Kentucky,Allen,20421.0
965,Kentucky,Anderson,21867.0
966,Kentucky,Ballard,8216.0
967,Kentucky,Barren,43287.0
968,Kentucky,Bath,12113.0
969,Kentucky,Bell,27676.0
970,Kentucky,Boone,125656.0
971,Kentucky,Bourbon,20004.0
972,Kentucky,Boyd,48716.0
973,Kentucky,Boyle,29650.0
974,Kentucky,Bracken,8404.0
975,Kentucky,Breathitt,13476.0
976,Kentucky,Breckinridge,20000.0
977,Kentucky,Bullitt,77727.0
978,Kentucky,Butler,12828.0
979,Kentucky,Caldwell,12758.0
980,Kentucky,Calloway,38302.0
981,Kentucky,Campbell,91456.0
982,Kentucky,Carlisle,4954.0
983,Kentucky,Carroll,10776.0
984,Kentucky,Carter,27292.0
985,Kentucky,Casey,15928.0
986,Kentucky,Christian,73936.0
987,Kentucky,Clark,35706.0
988,Kentucky,Clay,21160.0
989,Kentucky,Clinton,10172.0
990,Kentucky,Crittenden,9211.0
991,Kentucky,Cumberland,6780.0
992,Kentucky,Daviess,98724.0
993,Kentucky,Edmonson,12086.0
994,Kentucky,Elliott,7661.0
995,Kentucky,Estill,14406.0
996,Kentucky,Fayette,311529.0
997,Kentucky,Fleming,14543.0
998,Kentucky,Floyd,38144.0
999,Kentucky,Franklin,49982.0
1000,Kentucky,Fulton,6323.0
1001,Kentucky,Gallatin,8543.0
1002,Kentucky,Garrard,17051.0
1003,Kentucky,Grant,24705.0
1004,Kentucky,Graves,37379.0
1005,Kentucky,Grayson,26092.0
1006,Kentucky,Green,11123.0
1007,Kentucky,Greenup,36255.0
1008,Kentucky,Hancock,8716.0
1009,Kentucky,Hardin,107573.0
1010,Kentucky,Harlan,28031.0
1011,Kentucky,Harrison,18629.0
1012,Kentucky,Hart,18510.0
1013,Kentucky,Henderson,46362.0
1014,Kentucky,Henry,15528.0
1015,Kentucky,Hickman,4691.0
1016,Kentucky,Hopkins,46359.0
1017,Kentucky,Jackson,13357.0
1018,Kentucky,Jefferson,759724.0
1019,Kentucky,Jessamine,51015.0
1020,Kentucky,Johnson,23280.0
1021,Kentucky,Kenton,163393.0
1022,Kentucky,Knott,15884.0
1023,Kentucky,Knox,31740.0
1024,Kentucky,Larue,14127.0
1025,Kentucky,Laurel,59950.0
1026,Kentucky,Lawrence,15870.0
1027,Kentucky,Lee,6896.0
1028,Kentucky,Leslie,10869.0
1029,Kentucky,Letcher,23382.0
1030,Kentucky,Lewis,13646.0
1031,Kentucky,Lincoln,24424.0
1032,Kentucky,Livingston,9353.0
1033,Kentucky,Logan,26757.0
1034,Kentucky,Lyon,8325.0
1035,Kentucky,McCracken,65292.0
1036,Kentucky,McCreary,17850.0
1037,Kentucky,McLean,9492.0
1038,Kentucky,Madison,87324.0
1039,Kentucky,Magoffin,12887.0
1040,Kentucky,Marion,19497.0
1041,Kentucky,Marshall,31213.0
1042,Kentucky,Martin,12478.0
1043,Kentucky,Mason,17229.0
1044,Kentucky,Meade,28751.0
1045,Kentucky,Menifee,6345.0
1046,Kentucky,Mercer,21411.0
1047,Kentucky,Metcalfe,9983.0
1048,Kentucky,Monroe,10692.0
1049,Kentucky,Montgomery,27391.0
1050,Kentucky,Morgan,13379.0
1051,Kentucky,Muhlenberg,31216.0
1052,Kentucky,Nelson,44875.0
1053,Kentucky,Nicholas,7062.0
1054,Kentucky,Ohio,24152.0
1055,Kentucky,Oldham,63876.0
1056,Kentucky,Owen,10673.0
1057,Kentucky,Owsley,4552.0
1058,Kentucky,Pendleton,14509.0
1059,Kentucky,Perry,27818.0
1060,Kentucky,Pike,62791.0
1061,Kentucky,Powell,12387.0
1062,Kentucky,Pulaski,63772.0
1063,Kentucky,Robertson,2191.0
1064,Kentucky,Rockcastle,16893.0
1065,Kentucky,Rowan,24302.0
1066,Kentucky,Russell,17684.0
1067,Kentucky,Scott,51348.0
1068,Kentucky,Shelby,44967.0
1069,Kentucky,Simpson,17856.0
1070,Kentucky,Spencer,17798.0
1071,Kentucky,Taylor,25315.0
1072,Kentucky,Todd,12465.0
1073,Kentucky,Trigg,14267.0
1074,Kentucky,Trimble,8751.0
1075,Kentucky,Union,15065.0
1076,Kentucky,Warren,121066.0
1077,Kentucky,Washington,12017.0
1078,Kentucky,Wayne,20557.0
1079,Kentucky,Webster,13331.0
1080,Kentucky,Whitley,35842.0
1081,Kentucky,Wolfe,7221.0
1082,Kentucky,Woodford,25591.0
1083,Louisiana,Acadia,62372.0
1084,Louisiana,Allen,25619.0
1085,Louisiana,Ascension,117009.0
1086,Louisiana,Assumption,22973.0
1087,Louisiana,Avoyelles,41252.0
1088,Louisiana,Beauregard,36435.0
1089,Louisiana,Bienville,13924.0
1090,Louisiana,Bossier,124720.0
1091,Louisiana,Caddo,253125.0
1092,Louisiana,Calcasieu,197233.0
1093,Louisiana,Caldwell,9997.0
1094,Louisiana,Cameron,6739.0
1095,Louisiana,Catahoula,10145.0
1096,Louisiana,Claiborne,16452.0
1097,Louisiana,Concordia,20288.0
1098,Louisiana,De Soto,27047.0
1099,Louisiana,East Baton Rouge,445337.0
1100,Louisiana,East Carroll,7419.0
1101,Louisiana,East Feliciana,19756.0
1102,Louisiana,Evangeline,33765.0
1103,Louisiana,Franklin,20464.0
1104,Louisiana,Grant,22372.0
1105,Louisiana,Iberia,73799.0
1106,Louisiana,Iberville,33159.0
1107,Louisiana,Jackson,15999.0
1108,Louisiana,Jefferson,435204.0
1109,Louisiana,Jefferson Davis,31399.0
1110,Louisiana,Lafayette,234963.0
1111,Louisiana,Lafourche,97688.0
1112,Louisiana,La Salle,14927.0
1113,Louisiana,Lincoln,47480.0
1114,Louisiana,Livingston,135925.0
1115,Louisiana,Madison,11803.0
1116,Louisiana,Morehouse,26739.0
1117,Louisiana,Natchitoches,39258.0
1118,Louisiana,Orleans,382922.0
1119,Louisiana,Ouachita,156398.0
1120,Louisiana,Plaquemines,23584.0
1121,Louisiana,Pointe Coupee,22366.0
1122,Louisiana,Rapides,132373.0
1123,Louisiana,Red River,8757.0
1124,Louisiana,Richland,20692.0
1125,Louisiana,Sabine,24144.0
1126,Louisiana,St. Bernard,44091.0
1127,Louisiana,St. Charles,52708.0
1128,Louisiana,St. Helena,10714.0
1129,Louisiana,St. James,21581.0
1130,Louisiana,St. John the Baptist,43888.0
1131,Louisiana,St. Landry,83699.0
1132,Louisiana,St. Martin,53385.0
1133,Louisiana,St. Mary,53053.0
1134,Louisiana,St. Tammany,246269.0
1135,Louisiana,Tangipahoa,127115.0
1136,Louisiana,Tensas,4793.0
1137,Louisiana,Terrebonne,113099.0
1138,Louisiana,Union,22460.0
1139,Louisiana,Vermilion,59524.0
1140,Louisiana,Vernon,52101.0
1141,Louisiana,Washington,46367.0
1142,Louisiana,Webster,40335.0
1143,Louisiana,West Baton Rouge,25017.0
1144,Louisiana,West Carroll,11370.0
1145,Louisiana,West Feliciana,15384.0
1146,Louisiana,Winn,14695.0
1147,Maine,Androscoggin,107376.0
1148,Maine,Aroostook,69405.0
1149,Maine,Cumberland,288204.0
1150,Maine,Franklin,30270.0
1151,Maine,Hancock,54483.0
1152,Maine,Kennebec,120953.0
1153,Maine,Knox,39717.0
1154,Maine,Lincoln,34165.0
1155,Maine,Oxford,57299.0
1156,Maine,Penobscot,152978.0
1157,Maine,Piscataquis,17044.0
1158,Maine,Sagadahoc,35134.0
1159,Maine,Somerset,51363.0
1160,Maine,Waldo,39071.0
1161,Maine,Washington,31925.0
1162,Maine,York,200536.0
1163,Maryland,Allegany,73060.0
1164,Maryland,Anne Arundel,559737.0
1165,Maryland,Baltimore,825666.0
1166,Maryland,Calvert,90527.0
1167,Maryland,Caroline,32653.0
1168,Maryland,Carroll,167535.0
1169,Maryland,Cecil,102175.0
1170,Maryland,Charles,154357.0
1171,Maryland,Dorchester,32451.0
1172,Maryland,Frederick,243465.0
1173,Maryland,Garrett,29677.0
1174,Maryland,Harford,249776.0
1175,Maryland,Howard,308447.0
1176,Maryland,Kent,19819.0
1177,Maryland,Montgomery,1026371.0
1178,Maryland,Prince George's,897693.0
1179,Maryland,Queen Anne's,48712.0
1180,Maryland,St. Mary's,110675.0
1181,Maryland,Somerset,25899.0
1182,Maryland,Talbot,37668.0
1183,Maryland,Washington,149571.0
1184,Maryland,Wicomico,101527.0
1185,Maryland,Worcester,51441.0
1186,Maryland,Baltimore City,621000.0
1187,Massachusetts,Barnstable,214703.0
1188,Massachusetts,Berkshire,128563.0
1189,Massachusetts,Bristol,554868.0
1190,Massachusetts,Dukes,17137.0
1191,Massachusetts,Essex,769362.0
1192,Massachusetts,Franklin,70916.0
1193,Massachusetts,Hampden,468072.0
1194,Massachusetts,Hampshire,161035.0
1195,Massachusetts,Middlesex,1567610.0
1196,Massachusetts,Nantucket,10694.0
1197,Massachusetts,Norfolk,691218.0
1198,Massachusetts,Plymouth,506657.0
1199,Massachusetts,Suffolk,767719.0
1200,Massachusetts,Worcester,813589.0
1201,Michigan,Alcona,10461.0
1202,Michigan,Alger,9396.0
1203,Michigan,Allegan,113666.0
1204,Michigan,Alpena,28929.0
1205,Michigan,Antrim,23215.0
1206,Michigan,Arenac,15327.0
1207,Michigan,Baraga,8612.0
1208,Michigan,Barry,59316.0
1209,Michigan,Bay,106107.0
1210,Michigan,Benzie,17462.0
1211,Michigan,Berrien,155134.0
1212,Michigan,Branch,43603.0
1213,Michigan,Calhoun,134691.0
1214,Michigan,Cass,51795.0
1215,Michigan,Charlevoix,26172.0
1216,Michigan,Cheboygan,25579.0
1217,Michigan,Chippewa,38330.0
1218,Michigan,Clare,30608.0
1219,Michigan,Clinton,77245.0
1220,Michigan,Crawford,13840.0
1221,Michigan,Delta,36570.0
1222,Michigan,Dickinson,25889.0
1223,Michigan,Eaton,108544.0
1224,Michigan,Emmet,33091.0
1225,Michigan,Genesee,413090.0
1226,Michigan,Gladwin,25367.0
1227,Michigan,Gogebic,15650.0
1228,Michigan,Grand Traverse,90715.0
1229,Michigan,Gratiot,41676.0
1230,Michigan,Hillsdale,46024.0
1231,Michigan,Houghton,36565.0
1232,Michigan,Huron,32021.0
1233,Michigan,Ingham,284559.0
1234,Michigan,Ionia,64126.0
1235,Michigan,Iosco,25373.0
1236,Michigan,Iron,11393.0
1237,Michigan,Isabella,70574.0
1238,Michigan,Jackson,159483.0
1239,Michigan,Kalamazoo,258605.0
1240,Michigan,Kalkaska,17259.0
1241,Michigan,Kent,629352.0
1242,Michigan,Keweenaw,2195.0
1243,Michigan,Lake,11415.0
1244,Michigan,Lapeer,88310.0
1245,Michigan,Leelanau,21764.0
1246,Michigan,Lenawee,98673.0
1247,Michigan,Livingston,185841.0
1248,Michigan,Luce,6451.0
1249,Michigan,Mackinac,10998.0
1250,Michigan,Macomb,859703.0
1251,Michigan,Manistee,24465.0
1252,Michigan,Marquette,67418.0
1253,Michigan,Mason,28755.0
1254,Michigan,Mecosta,43259.0
1255,Michigan,Menominee,23568.0
1256,Michigan,Midland,83559.0
1257,Michigan,Missaukee,15032.0
1258,Michigan,Monroe,149945.0
1259,Michigan,Montcalm,62922.0
1260,Michigan,Montmorency,9317.0
1261,Michigan,Muskegon,172148.0
1262,Michigan,Newaygo,47957.0
1263,Michigan,Oakland,1235215.0
1264,Michigan,Oceana,26152.0
1265,Michigan,Ogemaw,21103.0
1266,Michigan,Ontonagon,6165.0
1267,Michigan,Osceola,23172.0
1268,Michigan,Oscoda,8374.0
1269,Michigan,Otsego,24198.0
1270,Michigan,Ottawa,276583.0
1271,Michigan,Presque Isle,12955.0
1272,Michigan,Roscommon,23900.0
1273,Michigan,Saginaw,195201.0
1274,Michigan,St. Clair,160069.0
1275,Michigan,St. Joseph,60923.0
1276,Michigan,Sanilac,41761.0
1277,Michigan,Schoolcraft,8186.0
1278,Michigan,Shiawassee,68800.0
1279,Michigan,Tuscola,54014.0
1280,Michigan,Van Buren,75216.0
1281,Michigan,Washtenaw,358082.0
1282,Michigan,Wayne,1767593.0
1283,Michigan,Wexford,32829.0
1284,Minnesota,Aitkin,15722.0
